system:index,EVI,NDMI,NDVI,VH,VV,VV_VH_ratio,agbd,elevation,rh95,slope,.geo,CVI
465,0.8462052576860241,-0.0212033150360563,0.3699074825515338,-17.156489827207633,-12.793486244428212,-0.7456936921991847,7.538536071777344,328,4.340000152587891,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.9354362150042
484,0.8694996986136226,0.0458152034809316,0.4178131788559015,-16.32183433674198,-9.729070872823264,-0.5960770506610408,2.750601053237915,421,2.759999990463257,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.19602709754216
494,1.820919820919821,0.2535179807907081,0.651426907396622,-18.06623755286406,-11.263165177059316,-0.6234372344602407,1.1715970039367676,387,2.1700000762939453,2.147207975387573,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.762667574529527
561,2.477022058823529,-0.0079654829074012,0.3962264150943396,-16.722502446234866,-11.065831120645896,-0.6617329646818146,1.5974780321121216,884,2.5999999046325684,3.001699924468994,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.707344907069107
566,0.8266981494701005,0.0396769308430085,0.4363135777423562,-15.691581919793014,-9.131527722199458,-0.5819379950902943,1.1160930395126345,751,2.0199999809265137,4.724232196807861,"{""type"":""MultiPoint"",""coordinates"":[]}",-13.25130935401588
587,1.2243351769073414,0.0039457222596477,0.5034267912772585,-16.642579192959168,-10.279481099395868,-0.6176615403305228,22.259113311767575,968,7.889999866485596,4.723406791687012,"{""type"":""MultiPoint"",""coordinates"":[]}",-50.204843108649186
618,0.3355047558148829,-0.1874342401923944,0.1970888601948585,-17.26349313848177,-10.099271504349913,-0.5850074155524058,77.094048,698,13.739999771118164,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-98.43640361321152
674,2.77793533749291,0.3231429337624028,0.8005721291377197,-13.319347297088536,-6.277917906862846,-0.4713382545580991,257.587128,242,30.219999,18.48857688903809,"{""type"":""MultiPoint"",""coordinates"":[]}",-212.79198913119097
694,1.9219320145957364,0.24179580674567,0.6802039082412914,-15.096353098251484,-8.234569897164256,-0.5454674942730383,28.25908660888672,791,9.880000114440918,1.327770113945007,"{""type"":""MultiPoint"",""coordinates"":[]}",-67.79441881201058
786,1.7247929858743305,0.253048021895994,0.5958270233888608,-16.965991521232084,-9.206281006455544,-0.5426314751445176,1.0619250535964966,528,2.0899999141693115,1.340152621269226,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.217794309861674
809,1.1340971780182474,0.0335481425322213,0.4855412566237698,-15.525934517373951,-8.824190320577145,-0.5683516383959131,6.163806915283203,581,3.890000104904175,3.704791784286499,"{""type"":""MultiPoint"",""coordinates"":[]}",-26.06978562858052
827,2.423112767940354,0.2118461905899211,0.7522603978300181,-14.268245712711671,-8.094376406239213,-0.5673000429918221,121.061523,106,20.120001,2.9406795501708984,"{""type"":""MultiPoint"",""coordinates"":[]}",-124.21825662009515
837,0.7523537323470074,-0.0366464539941998,0.3740075219389887,-15.30570588987889,-9.337071657486725,-0.6100386172754692,3.1039299964904785,582,2.9200000762939453,10.465152740478516,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.428412413955776
866,0.4824805339265851,-0.0256410256410256,0.2679536679536679,-16.784406110453084,-10.26403712733847,-0.6115222105443563,1.1160930395126345,631,2.0899999141693115,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-13.627570615061783
957,1.3584701425221,0.1322188449848024,0.5796766743648961,-15.435046152167722,-8.561877085910796,-0.5547036919425312,49.43092346191406,20,14.9399995803833,2.7802884578704834,"{""type"":""MultiPoint"",""coordinates"":[]}",-102.68514296578196
967,0.5146648823463812,-0.0243842364532019,0.323292469352014,-19.60490627833812,-10.381757427742004,-0.5295489445523659,1.5648930072784424,575,2.319999933242798,2.687199115753174,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.397704717671377
978,1.1287988422575976,0.0658105939004815,0.4750830564784053,-15.689640274558265,-9.362825243029128,-0.5967520656424186,1.500722050666809,632,2.2799999713897705,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.425138090874801
1093,0.7445646778516828,0.0478080120937263,0.3965107057890563,-18.171380674275017,-10.107010947436784,-0.5562048987144463,3.265131950378418,552,3.140000104904175,1.3390753269195557,"{""type"":""MultiPoint"",""coordinates"":[]}",-25.322121788258105
1096,0.6229800512649059,-0.0388245388245388,0.3851188425766448,-15.877039959250066,-9.30975484714768,-0.5863659013923282,8.331978797912598,629,4.559999942779541,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-29.94681973540381
1114,0.3995166976983718,-0.1544266818144932,0.2580273762312908,-18.284734592200813,-10.328503341898951,-0.5648702905594529,53.24630754248047,612,10.240000128746033,2.844693660736084,"{""type"":""MultiPoint"",""coordinates"":[]}",-81.47180902742427
1134,0.3977943460702081,-0.047753204676715,0.2547498259226101,-17.18151279896812,-10.823759580295023,-0.6299654580442459,35.99378967285156,751,9.65999984741211,3.986698627471924,"{""type"":""MultiPoint"",""coordinates"":[]}",-61.41589512226597
1145,0.3992616238116384,-0.1521011354325178,0.2576634800951483,-17.89504771314723,-12.00322697039489,-0.6707569134658576,4.053242206573486,835,3.200000047683716,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.85382665775139
1189,0.2259173152734256,-0.1411693163061419,0.1660681114551083,-22.8156345498805,-13.865794394400758,-0.6077321392962697,1.6636450290679932,655,2.450000047683716,2.942399263381958,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.927108807687
1219,0.3207873187589212,-0.1359954255217764,0.1133227176220806,-16.363200210877476,5.929374787818395,0.362360339750462,62.65758514404297,902,6.739999771118164,1.903109431266785,"{""type"":""MultiPoint"",""coordinates"":[]}",-150.25195038884468
1229,0.6160607271274471,0.1079365079365079,0.2955155231889613,-17.052538138296683,-10.514323904732109,-0.6165841014082815,20.621906280517575,578,7.260000228881836,3.015621900558472,"{""type"":""MultiPoint"",""coordinates"":[]}",-47.46743683215728
1252,0.9478341050590224,0.0128534704370179,0.4449794539541684,-16.397268487420078,-8.977862673904548,-0.5475218437017318,12.515764236450195,827,5.159999847412109,2.0848793983459477,"{""type"":""MultiPoint"",""coordinates"":[]}",-38.28413286562865
1255,0.7842082616179001,-0.1441008706094266,0.3755795981452859,-18.91935438688254,-12.617667090834717,-0.6669184810863839,10.578492164611816,906,2.130000114440918,2.108766555786133,"{""type"":""MultiPoint"",""coordinates"":[]}",-13.42259466175274
1304,0.7686536625289865,0.0173527549081697,0.4073003252620166,-19.6760149616738,-9.923695800677336,-0.5043549631369637,1.1160930395126345,529,2.0899999141693115,2.0939390659332275,"{""type"":""MultiPoint"",""coordinates"":[]}",-20.382346209434342
1330,0.921390570537516,0.239656668916964,0.5028785982478098,-17.329947234411463,-9.052978467058146,-0.52238926896915,1.500722050666809,628,2.200000047683716,1.3382784128189087,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.209331682853925
1332,0.5662319835277969,-0.127196773264189,0.3487552841709723,-18.163304556888274,-11.949040741571642,-0.6578671135611208,11.189302444458008,945,2.5,2.986122369766236,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.535659538291583
1337,0.4534606205250596,-0.1243367935409457,0.2268258426966292,-21.19528461760476,-11.764499024632183,-0.5550526561394045,1.1160930395126345,581,2.0899999141693115,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-19.710341079861863
1375,2.2643399409531844,0.2446913580246913,0.7622005323868678,-14.2523958043815,-7.691501794158103,-0.5396637800217117,70.61643981933594,641,13.779999732971191,3.0071258544921875,"{""type"":""MultiPoint"",""coordinates"":[]}",-90.4091177089307
1385,0.5472663327294043,-0.0157520848347575,0.2969924812030075,-19.27774759602772,-12.539419906418969,-0.6504608406120423,1.8173799514770508,428,2.539999961853028,3.052924394607544,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.11535207455943
1478,1.9861598843214208,0.0822357498616491,0.6974972796517954,-13.56586185128517,-7.734608385445058,-0.5701523773598147,11.56195831298828,698,2.539999961853028,2.9881577491760254,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.811383580789222
1483,2.09992193598751,0.2247403210576015,0.7615003538570417,-13.92548930325723,-7.467896169755539,-0.5362753155114461,14.61883544921875,600,4.03000020980835,7.062322616577148,"{""type"":""MultiPoint"",""coordinates"":[]}",-26.02410168286877
1492,2.3424870970883243,0.323610473128158,0.7765940274414851,-10.279144544603229,-4.860702117909507,-0.47287029546262,131.171463,188,21.40999984741211,26.536556243896484,"{""type"":""MultiPoint"",""coordinates"":[]}",-116.00885152872388
1510,2.7840552416823607,0.3152585119798234,0.784261715296198,-16.99304921524689,-10.365404074998905,-0.6099790534178303,214.0468597412109,1452,25.420000076293945,19.911842346191406,"{""type"":""MultiPoint"",""coordinates"":[]}",-168.474739970753
1528,0.4146115153586951,-0.0247551985917042,0.2668133249528598,-20.19467221444082,-11.530460686269768,-0.5709654786089847,4.0183494091033936,450,2.990000009536743,3.82931923866272,"{""type"":""MultiPoint"",""coordinates"":[]}",-25.90599255185981
1531,0.6445386831946937,-0.0777163213649573,0.3447724298385924,-15.561438988457391,-9.665738503726969,-0.6211339780913882,1.361204981803894,663,2.299999952316284,0.9563605189323424,"{""type"":""MultiPoint"",""coordinates"":[]}",-13.560110833751066
1539,2.4734237536656893,0.3318830070099106,0.8549255622426354,-12.680793248585054,-6.449198421554528,-0.5085800466208328,53.466019,898,20.739999771118164,4.217646598815918,"{""type"":""MultiPoint"",""coordinates"":[]}",-129.24327528631426
1574,1.854295532646048,0.3306467088850509,0.7148913619501854,-16.269178349068167,-11.234457435075974,-0.6905362516798176,2.2214550971984863,456,2.650000095367432,2.0918703079223637,"{""type"":""MultiPoint"",""coordinates"":[]}",-13.342010902227715
1602,0.4340396445659603,-0.0768029971901342,0.2950743494423792,-19.08473732169508,-11.43571588788774,-0.5992074030218842,1.4909265041351318,589,2.149999976158142,1.336453557014465,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.4453959003189
1671,0.7046436285097192,-0.0954640033291718,0.3631051752921536,-16.26056852618833,-10.31544111801444,-0.6343837917721628,11.886160850524902,641,2.9100000858306885,9.645408630371094,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.300321268060394
1690,0.1669085631349782,-0.1626934337097448,0.13203214695752,-18.72530290437347,-9.123543754062888,-0.4872307700791317,1.8173799514770508,716,2.539999961853028,2.7802884578704834,"{""type"":""MultiPoint"",""coordinates"":[]}",-24.38846787551084
1740,0.4651684133833996,-0.0209934610531146,0.2693930542031807,-18.872332102534923,-9.825889161523332,-0.5206505008569409,1.1160930395126345,427,2.309999942779541,1.9403109550476076,"{""type"":""MultiPoint"",""coordinates"":[]}",-20.89728267609516
1763,0.941137346192218,0.108677380740137,0.4107402031930334,-17.29480586633436,-9.752847267129807,-0.5639177069986347,4.210343837738037,388,3.549999952316284,2.1485095024108887,"{""type"":""MultiPoint"",""coordinates"":[]}",-26.773952667547555
1838,0.6967434815536082,-0.1597569692637598,0.4065656565656566,-15.882101224233132,-8.874460231057512,-0.5587711667217393,10.501293182373049,931,2.0899999141693115,2.1147756576538086,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.645969074266395
1843,0.7424795167753124,-0.0474942018755672,0.3843058350100604,-15.284118604727492,-9.597267506288237,-0.6279241711275212,2.6026499271392822,467,2.8399999141693115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.150656631461143
1936,2.44530826252034,0.4669519733713742,0.8650463703229933,-11.029387534993283,-4.204971856116876,-0.3812516191652192,307.126556,1125,31.649999618530277,9.242794036865234,"{""type"":""MultiPoint"",""coordinates"":[]}",-215.99275363313035
1944,1.4585776735259623,0.1378353376503237,0.5428571428571428,-17.450396017750606,-9.776203830827924,-0.5602281931529539,36.01313781738281,609,14.75,1.3319814205169678,"{""type"":""MultiPoint"",""coordinates"":[]}",-113.19433475710954
1968,1.3161179279962156,0.128398661155281,0.5976913321427648,-15.605137859479182,-8.062364243770983,-0.516648062732338,1.6303950548171997,422,2.3499999046325684,0.9681744575500488,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.72551727757932
1982,2.3638999248362507,0.2352035203520352,0.7366571858792036,-14.661336329211236,-7.860177140038177,-0.5361160104060614,30.13612174987793,1261,10.06999969482422,5.6269211769104,"{""type"":""MultiPoint"",""coordinates"":[]}",-68.48767095942365
1987,0.9525845061160068,-0.0400611913184816,0.4679373283799063,-16.605986571146037,-9.588672449915672,-0.5774226306178403,10.983942985534668,907,2.390000104904175,5.429202556610107,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.77138148588612
2085,1.0973237902598412,-0.0083558903142285,0.5580613254203759,-13.950605493546323,-6.704828149596356,-0.480611981515646,6.036953926086426,633,4.0,4.304388999938965,"{""type"":""MultiPoint"",""coordinates"":[]}",-28.98310937579987
2086,0.7347702173138582,0.0052500690798563,0.3338729259409146,-17.956299556641053,-7.674220032692649,-0.4273831592352988,1.0619250535964966,666,2.049999952316284,3.0339975357055664,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.07826253380647
2101,1.117413129930243,0.0350469461745839,0.4946608946608946,-15.681581342382618,-8.801491527850047,-0.5612630088562721,29.202091217041016,672,5.079999923706055,2.086583137512207,"{""type"":""MultiPoint"",""coordinates"":[]}",-34.95085573291627
2107,0.4837158169575374,0.0216192038169077,0.2867617107942973,-16.160150941407146,-10.61946293572924,-0.6571388456848504,2.2214550971984863,548,2.690000057220459,1.854334115982056,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.904451052314277
2115,1.0277082484428663,0.0871836078746484,0.5362186788154898,-15.570917894939544,-8.81332119233226,-0.5660116668649661,40.87092590332031,613,9.850000381469728,4.008103370666504,"{""type"":""MultiPoint"",""coordinates"":[]}",-66.56233009850033
2131,0.6674521053170781,-0.047923322683706,0.389303854197789,-16.690256824410902,-11.302259700523988,-0.6771770991560468,5.8593814969062805,913,4.570000171661377,2.084275960922241,"{""type"":""MultiPoint"",""coordinates"":[]}",-24.6231477810742
2136,0.3976060128050478,-0.1344127975029262,0.260882800608828,-19.552157807106543,-11.337132335771962,-0.5798404681273236,8.480414390563965,651,4.480000019073486,2.9452600479125977,"{""type"":""MultiPoint"",""coordinates"":[]}",-36.803314268268096
2138,0.5406296357343003,-0.1677591648458363,0.2666666666666666,-19.89474358860289,-10.164947634015506,-0.5109363480230379,1.331117033958435,359,2.200000047683716,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.405551564045066
2139,1.1820868379177083,0.113764927718416,0.4549431321084864,-16.437339053165708,-8.50867220305361,-0.5176429211280948,1.4848870038986206,635,2.309999942779541,0.9657644033432008,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.31521997007699
2249,2.491172644489872,0.3368100825727944,0.8333851414361206,-14.535576706336135,-7.768541390127162,-0.5344501664485601,61.7293701171875,804,17.75,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-120.11487686270928
2251,0.8075677267373381,0.0157207567279509,0.447085993750849,-16.05661148427805,-9.454047325720826,-0.5887946740803828,1.6803940534591677,686,2.390000104904175,2.659740447998047,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.780129031588313
2276,0.8297042279078206,-0.0850984455958549,0.3651427430624875,-20.757606002687417,-11.172862204672477,-0.5382538912833187,1.5648930072784424,688,2.430000066757202,1.336453557014465,"{""type"":""MultiPoint"",""coordinates"":[]}",-23.290928069026986
2324,0.8044822665045721,0.1121818372263538,0.4275280898876404,-16.950383933236832,-7.96731093141484,-0.4700371957824679,2.0885369777679443,581,2.539999961853028,0.9672309756278992,"{""type"":""MultiPoint"",""coordinates"":[]}",-22.817005081950825
2326,1.03261242705115,-0.0225843044240486,0.5023380093520374,-13.811483587207409,-8.463763132247124,-0.6128062259789747,22.91848373413086,667,7.630000114440918,2.8412153720855717,"{""type"":""MultiPoint"",""coordinates"":[]}",-40.80310768334501
2331,0.5447529129669177,-0.1184649610678531,0.3141745894554883,-17.59439911433593,-8.707520104857231,-0.494902954529566,10.729120254516602,980,2.190000057220459,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-19.462265539269644
2346,0.3179438577488943,-0.1643322997968566,0.2349508087377022,-18.363835577597627,-11.857503628545969,-0.6456986384157757,1.6972270011901855,651,2.3499999046325684,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.289879459779229
2375,2.2801477597712108,0.1977291943471433,0.7346899596851603,-11.26340918661706,-4.137537815448473,-0.3673432925054882,126.09032440185548,727,22.200001,14.286730766296388,"{""type"":""MultiPoint"",""coordinates"":[]}",-158.194351565814
2376,0.8409744081018201,0.1262253418855137,0.3983792544570502,-18.61976668320225,-7.5911694122799585,-0.4076941210615867,0.8347309827804565,551,2.049999952316284,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-22.6086238795062
2380,0.5994204998189062,-0.021179302045728,0.3580959249909844,-18.53534206844272,-10.812643854914873,-0.5833528086500168,7.019862174987793,612,3.9600000381469727,1.344709038734436,"{""type"":""MultiPoint"",""coordinates"":[]}",-30.581885220167834
2388,0.6234597032143044,-0.0345209525567657,0.335591306802145,-16.355238860480075,-9.851227204650096,-0.6023285436970338,9.358772277832031,498,4.980000019073486,0.9661873579025269,"{""type"":""MultiPoint"",""coordinates"":[]}",-32.389978170087474
2390,1.54247990815155,0.0447601179308496,0.6034134291488884,-15.07711478855583,-9.077657926328529,-0.6020819005250829,40.631981,887,9.479999542236328,4.842954158782959,"{""type"":""MultiPoint"",""coordinates"":[]}",-56.874848307581416
2439,0.4718445167011528,-0.1638833221999554,0.2313824968291357,-16.435142797524605,-5.745641109042639,-0.3495948395354389,15.767363548278809,789,2.319999933242798,23.24691772460937,"{""type"":""MultiPoint"",""coordinates"":[]}",-24.799643203676936
2453,0.855720458388127,-0.0302424393901524,0.3193130038555906,-20.11363381263909,-11.238411909220924,-0.5587459736966517,1.331117033958435,484,2.200000047683716,0.9274099469184875,"{""type"":""MultiPoint"",""coordinates"":[]}",-19.525488610723524
2480,-0.9233556009368552,-0.1437368138348828,-0.1173167978656346,-21.163791961700905,-13.965788529604415,-0.6598906545139753,10.871530532836914,751,2.0899999141693115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.043826555272075
2483,0.6162934681663399,0.0974846162150491,0.3384332058365207,-18.898975928259013,-10.903145964113508,-0.5769172893548372,1.1715970039367676,474,2.130000114440918,2.90696120262146,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.031118738680046
2484,0.7855589884426135,0.197301455793585,0.3984329657573999,-15.732609434044091,-10.152918830446875,-0.6453423300826868,1.22843599319458,413,2.0899999141693115,2.6835923194885254,"{""type"":""MultiPoint"",""coordinates"":[]}",-11.661552882609495
2490,1.1826360785302463,0.1484675962226843,0.5273010920436817,-19.00974709949663,-9.11581526144832,-0.4795337472790315,1.2719420194625854,427,2.2100000381469727,1.3408821821212769,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.86558973951031
2526,0.9596131725812636,0.096182697116186,0.5577565927943543,-17.703931311383876,-10.551147923742146,-0.595977680785375,1.22843599319458,584,2.059999942779541,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-14.734733369256414
2546,2.089236887894606,0.061262959472196,0.6288814066591845,-15.140862400986846,-7.541585895315218,-0.4980948703967929,195.907532,522,24.84000015258789,2.878297805786133,"{""type"":""MultiPoint"",""coordinates"":[]}",-188.7660295604408
2584,0.8593089955089155,0.0025633293124246,0.4439977024698449,-15.813104042863324,-9.956192824607545,-0.6296166013718801,16.333648681640625,635,4.710000038146973,3.823974847793579,"{""type"":""MultiPoint"",""coordinates"":[]}",-27.586052061408154
2620,1.0493404145965393,0.0292606656243019,0.4246100519930676,-17.259396706159784,-11.45354068724438,-0.6636118795019454,36.202030181884766,733,13.630000114440918,10.551931381225586,"{""type"":""MultiPoint"",""coordinates"":[]}",-79.13381820224443
2621,0.3198070672119115,-0.1662295491444985,0.2352487466255302,-22.56845837845608,-12.36845257566451,-0.5480415351485182,1.1715970039367676,633,2.0899999141693115,2.6656301021575928,"{""type"":""MultiPoint"",""coordinates"":[]}",-21.318011252360858
2663,1.2932501418037436,0.1238254332846105,0.579047619047619,-15.096882240071125,-9.518441241555966,-0.6304905271296017,9.476458549499512,933,4.820000171661377,3.4048967361450195,"{""type"":""MultiPoint"",""coordinates"":[]}",-26.888086570445928
2688,0.3968770331815224,-0.178755586112066,0.2368275097060455,-17.76240176496587,-9.315438483387044,-0.5244470092868065,4.001527786254883,472,3.2100000381469727,4.726150035858154,"{""type"":""MultiPoint"",""coordinates"":[]}",-27.114752456094102
2790,2.57780612244898,0.3338902812587023,0.8252347897100858,-16.466173682556853,-9.250898495788189,-0.5618122749177584,214.457901,589,13.085000038146973,7.605597019195557,"{""type"":""MultiPoint"",""coordinates"":[]}",-94.41187609410888
2827,0.425360540042958,-0.0375367583463068,0.2566535524184216,-19.538069837252458,-9.60186817961444,-0.4914440504919754,1.0619250535964966,586,2.0899999141693115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}",-20.766660611632428
2833,0.9806918744971842,-0.0198019801980198,0.441826748822037,-15.000405452930387,-9.344775967139077,-0.6229682255231,6.519321918487549,707,4.03000020980835,1.336788535118103,"{""type"":""MultiPoint"",""coordinates"":[]}",-22.79218801433727
2841,0.496866382552018,-0.092073055921672,0.2765066964285714,-18.126237659887675,-10.804338488053023,-0.5960607320052085,1.2719420194625854,573,2.200000047683716,2.9433276653289795,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.108178527171592
2885,0.5329322844362179,-0.122334455667789,0.2422011917280056,-21.442778393011853,-11.938246741120356,-0.5567490612602237,1.331117033958435,458,2.200000047683716,4.276088237762451,"{""type"":""MultiPoint"",""coordinates"":[]}",-20.90997008737268
2896,2.4574186222558665,0.4288470815243608,0.8347798135647702,-15.172739849157235,-9.167025628281362,-0.6041773416941925,259.628571,1206,31.56999969482422,9.28620719909668,"{""type"":""MultiPoint"",""coordinates"":[]}",-189.60039612025278
2912,2.0841945707592666,0.0086098036964757,0.6162151150947239,-13.064903892808667,-6.46436976469033,-0.494788925944455,24.55792808532715,859,8.5600004196167,2.651932716369629,"{""type"":""MultiPoint"",""coordinates"":[]}",-56.50057490638731
2916,0.9824046920821116,0.0926957091385522,0.5441791779473295,-17.538912614771323,-9.139949749091397,-0.5211240827663228,1.331117033958435,518,2.200000047683716,2.941030740737915,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.4777187049896
2975,1.181305590851334,-0.0017289820618111,0.5121363401618179,-16.10436574301753,-8.963033382592924,-0.5565592290698614,25.137569,867,8.859999656677246,4.669661045074463,"{""type"":""MultiPoint"",""coordinates"":[]}",-63.272202261580134
3011,0.4572119967734839,-0.1145353455123113,0.3177070063694267,-16.71015688640628,-10.071735428247674,-0.6027313505620665,11.7555513381958,738,2.690000057220459,3.977877378463745,"{""type"":""MultiPoint"",""coordinates"":[]}",-17.857354102300175
3017,2.487595850248083,0.3325049701789264,0.7806086341118188,-11.724083899646509,-5.356081570934909,-0.456844357032996,103.86627960205078,718,16.31999969482422,10.19174575805664,"{""type"":""MultiPoint"",""coordinates"":[]}",-103.92579606121322
3020,1.108379430444581,0.1447499171911229,0.46199829205807,-19.073480936050583,-9.667753072040425,-0.5068688355552083,1.1715970039367676,753,2.130000114440918,4.896447658538818,"{""type"":""MultiPoint"",""coordinates"":[]}",-20.034201426741767
3079,0.2028033772970586,-0.1772002362669817,0.1616450406861667,-19.53404309548991,-11.24861275878748,-0.5758466234460494,1.0619250535964966,600,2.0199999809265137,3.936858892440796,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.736569122106864
3140,0.5199017199017198,-0.0936780591464494,0.286410395235517,-21.701066411208387,-12.47171286157424,-0.574705068647351,0.9576029777526855,387,2.009999990463257,2.9423537254333496,"{""type"":""MultiPoint"",""coordinates"":[]}",-18.551000546746664
3171,0.7496048211815847,-0.056125528062764,0.356848912404468,-17.268439833036787,-10.421869129499528,-0.6035211767979831,1.3916250467300415,819,2.200000047683716,3.0057566165924072,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.062455874251901
3183,0.6301453118956848,-0.1575778427662136,0.3251603706343549,-17.641720703587985,-9.589151792080257,-0.5435496884456404,10.740304946899414,681,2.390000104904175,2.1213622093200684,"{""type"":""MultiPoint"",""coordinates"":[]}",-19.245640543251568
3195,1.1366739486619333,-0.0196078431372549,0.4769407046691492,-15.961115266745749,-10.309723598617982,-0.6459275198706083,12.492901802062988,664,2.75,1.326513171195984,"{""type"":""MultiPoint"",""coordinates"":[]}",-15.541327087351359
3257,0.4461424698052748,-0.1087236785560808,0.2369109947643979,-19.28848782338339,-10.996267148727568,-0.5700948280350323,2.378324031829834,465,2.690000057220459,0.9653764367103576,"{""type"":""MultiPoint"",""coordinates"":[]}",-22.306074089308837
3272,0.3666388909931065,-0.1116962305986696,0.1916072842438638,-20.92044389474738,-12.92872118505587,-0.6179945918022305,1.1160930395126345,395,2.059999942779541,2.091600179672241,"{""type"":""MultiPoint"",""coordinates"":[]}",-16.462948324674464
